"Aggression" "Television" "Computer_Games" "Sibling_Aggression" "Diet" "Parenting_Style"
0.374160430640457 0.172670536041966 0.141906686312197 -0.328216369799206 -0.110302848529567 -0.27903391265838
0.771153401696602 -0.0328718424282237 0.70991822158973 0.576836666584888 -0.0229902994363559 -1.24816654381935
-0.0977275767529503 -0.0744602054947211 -0.390140556361705 -0.217184051790135 0.280300500733838 -0.328062974471144
0.0159353083172345 -0.00442663143025586 -0.408080359578329 0.0462232544752437 -0.263479227693543 -1.00511930778355
-0.275384590127613 -0.675238689863032 -0.277777805092463 -0.891045376926662 0.226581391463754 0.489477816099021
0.157853298602792 0.202480135088309 0.321508290608204 -0.153712620137455 -0.368638185449680 -1.74098228316479
0.126216995343004 0.186664201457420 0.306265932281243 0.511782214930393 -0.660966053512811 0.0922943789224772
0.00593043640032522 0.0500436596518654 -0.104918245054577 0.113053752262112 0.00315417012424678 -0.217873889806761
-0.205587339804103 -0.430480030319736 0.00230351147431279 0.234942855059740 0.387017758394137 0.112905391281834
-0.330111366765665 -0.320388868445207 -0.678358880698906 -0.0856752869889898 -0.413757863402133 -1.79479668686356
0.326583509868008 -0.0454175728512432 -0.663355089578371 0.162885491506488 -0.302357319028707 -0.375942491969869
-0.507211076793871 -0.324855052596193 0.0592849635897143 0.48017646276682 -0.105312880039642 -1.42492645127270
-0.370690241613424 0.365468211811675 0.0862239651038987 0.154281713657063 0.274531772105718 0.427441086457531
0.0767073381118358 0.208148071214526 -0.06004737930758 0.284757667985346 0.0475712721971764 0.216801809304733
-0.47226961093975 -0.228085493746693 -0.0267571505136993 -0.408294870938039 -0.273550112172267 -1.74701514725971
0.143117232416471 -0.0036077957020469 0.0068914356993039 0.16255943006253 -0.079047639085499 0.410699041995798
-0.0853877547718622 -0.06935938694592 0.0390665557040499 0.00351665369345444 0.173903536466716 0.0188327831294197
-0.174443280346361 -0.62570538454386 -0.0512016924419634 -0.488073328135606 0.664170935417362 0.170665668848647
0.0378177728471287 -0.330934279694471 -0.574835142635917 -0.346178524638039 -0.252276813855622 -0.566230888787691
0.29069501081848 0.316085564863947 0.205046481091647 -0.0644654485622074 0.385260096843416 2.28142777850715
-0.143227998117386 -0.00400848358158862 0.362643308655133 -0.0403922349740332 -0.861475985294219 1.59329493999608
