Start	Month1	Month2
63.7456212525605	65.3836941318535	81.3400607544571
62.9828451488916	66.2445564266233	69.3103980423662
65.9848903831392	67.6984695885516	77.8931946082812
107.267578506645	102.721548106348	91.3256440453509
66.5838852607505	69.4470766889824	72.8697547216294
120.464448705721	119.963756773107	114.258942208729
62.0110884119133	66.0924677806401	68.0101677214752
71.8737578906814	73.6171964142407	55.4313060800127
83.005351183468	75.8107909463155	71.6289322096655
76.6239673193518	67.6554575080842	68.6
